DATAFLOW,MEASURE,INDEX,TSEST,REGION,FREQ,TIME_PERIOD,OBS_VALUE,UNIT_MEASURE,OBS_STATUS,DECIMALS,OBS_COMMENT,BASE_PERIOD
ABS:CPI(2.0.0),1,10001,10,50,Q,1991-Q1,40.9,,,,,
ABS:CPI(2.0.0),1,10001,10,50,Q,1990-Q4,41,,,,,
ABS:CPI(2.0.0),1,10001,10,50,Q,1990-Q3,39.9,,,,,
ABS:CPI(2.0.0),1,10001,10,50,Q,1990-Q2,39.6,,,,,
ABS:CPI(2.0.0),1,10001,10,50,Q,1990-Q1,39,,,,,
ABS:CPI(2.0.0),1,10001,10,50,Q,1989-Q4,38.4,,,,,
ABS:CPI(2.0.0),1,10001,10,50,Q,1989-Q3,37.7,,,,,
ABS:CPI(2.0.0),1,10001,10,50,Q,1989-Q2,36.8,,,,,
ABS:CPI(2.0.0),1,10001,10,50,Q,1989-Q1,35.9,,,,,
ABS:CPI(2.0.0),1,10001,10,50,Q,1988-Q4,35.6,,,,,
ABS:CPI(2.0.0),1,10001,10,50,Q,1988-Q3,34.9,,,,,
ABS:CPI(2.0.0),1,10001,10,50,Q,1988-Q2,34.2,,,,,
ABS:CPI(2.0.0),1,10001,10,50,Q,1988-Q1,33.6,,,,,
ABS:CPI(2.0.0),1,10001,10,50,Q,1987-Q4,33.1,,,,,
ABS:CPI(2.0.0),1,10001,10,50,Q,1987-Q3,32.5,,,,,
ABS:CPI(2.0.0),1,10001,10,50,Q,1987-Q2,31.9,,,,,
ABS:CPI(2.0.0),1,10001,10,50,Q,1987-Q1,31.5,,,,,
ABS:CPI(2.0.0),1,10001,10,50,Q,1986-Q4,30.9,,,,,
ABS:CPI(2.0.0),1,10001,10,50,Q,1986-Q3,30,,,,,
ABS:CPI(2.0.0),1,10001,10,50,Q,1986-Q2,29.2,,,,,
